id,parentId,iNaturalistTaxonName,commonName,rank,iNaturalistTaxonImage,scientificName,taxonRank,reportingStatus,has_voucher,introduction_status,species,subspecies,variety,nameStatus,inSummary,direct_solow_ep
76416,52997,Collomia linearis,narrow-leaf mountain trumpet,species,https://inaturalist-open-data.s3.amazonaws.com/photos/263158313/medium.jpeg,Collomia linearis,species,unconfirmed,1,native,linearis,"","",accepted,1,0.553
76793,57624,Elodea canadensis,Canadian Waterweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/144898011/medium.jpg,Elodea canadensis,species,confirmed,1,native,canadensis,"","",accepted,1,0
77553,52643,Juncus bolanderi,bolander's rush,species,https://inaturalist-open-data.s3.amazonaws.com/photos/42665398/medium.jpeg,Juncus bolanderi,species,confirmed,1,native,bolanderi,"","",accepted,1,0.017
77693,58971,Leptosiphon minimus,true babystars,species,https://inaturalist-open-data.s3.amazonaws.com/photos/439041540/medium.jpg,Leptosiphon minimus,species,new,0,native,minimus,"","",accepted,1,0.25
77914,47620,Lycopodium clavatum,stag's-horn clubmoss,species,https://static.inaturalist.org/photos/93549245/medium.jpg,Lycopodium clavatum var. integerrimum,"",unconfirmed,1,native,clavatum,"","",accepted,1,0.863
78016,72235,Menyanthes trifoliata,Bogbean,species,https://inaturalist-open-data.s3.amazonaws.com/photos/504446458/medium.jpg,Menyanthes trifoliata,species,new,0,native,trifoliata,"","",accepted,1,0.2
78119,48790,Montia dichotoma,Dwarf Montia,species,https://inaturalist-open-data.s3.amazonaws.com/photos/378990534/medium.jpeg,Montia dichotoma,species,confirmed,1,native,dichotoma,"","",accepted,1,0
78121,48790,Montia howellii,howell's montia,species,https://inaturalist-open-data.s3.amazonaws.com/photos/367019808/medium.jpeg,Montia howellii,species,confirmed,1,native,howellii,"","",accepted,1,0
78122,48790,Montia linearis,Narrow-leaved Montia,species,https://inaturalist-open-data.s3.amazonaws.com/photos/36411000/medium.jpeg,Montia linearis,species,confirmed,1,native,linearis,"","",accepted,1,0
78157,60207,Myriophyllum spicatum,Eurasian water-milfoil,species,https://inaturalist-open-data.s3.amazonaws.com/photos/51150740/medium.jpg,Myriophyllum spicatum,species,new,0,exotic,spicatum,"","",accepted,1,0.2
78158,60207,Myriophyllum verticillatum,whorled water-milfoil,species,https://inaturalist-open-data.s3.amazonaws.com/photos/221527089/medium.jpg,Myriophyllum verticillatum,species,unconfirmed,1,native,verticillatum,"","",accepted,1,0.352
78234,57849,Nuphar polysepala,western yellow pond-lily,species,https://static.inaturalist.org/photos/284389655/medium.jpeg,Nuphar polysepala,species,confirmed,1,native,polysepala,"","",accepted,1,0
78561,72297,Phyllospadix scouleri,Scouler's Surfgrass,species,https://inaturalist-open-data.s3.amazonaws.com/photos/126592018/medium.jpeg,Phyllospadix scouleri,species,confirmed,1,native,scouleri,"","",accepted,1,0
78562,72297,Phyllospadix torreyi,Torrey's Surfgrass,species,https://inaturalist-open-data.s3.amazonaws.com/photos/208275708/medium.jpg,Phyllospadix torreyi,species,new,0,native,torreyi,"","",accepted,1,0
78705,59110,Potamogeton amplifolius,Broad-leaved Pondweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/410147852/medium.jpeg,Potamogeton amplifolius,species,confirmed,1,native,amplifolius,"","",accepted,1,0
78706,59110,Potamogeton berchtoldii,Berchtold's pondweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/553138/medium.jpg,Potamogeton berchtoldii,variety,unconfirmed,1,native,berchtoldii,"","",accepted,1,0.324
78707,59110,Potamogeton crispus,Curly-leaf Pondweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/341749943/medium.jpeg,Potamogeton crispus,species,new,0,exotic,crispus,"","",accepted,1,0.667
78710,59110,Potamogeton gramineus,grass-leaved pondweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/222667137/medium.jpeg,Potamogeton gramineus,species,unconfirmed,1,native,gramineus,"","",accepted,1,0.907
78712,59110,Potamogeton natans,floating-leaved pondweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/416619931/medium.jpg,Potamogeton natans,species,confirmed,1,native,natans,"","",accepted,1,0.02
78713,59110,Potamogeton praelongus,white-stemmed pondweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/325486323/medium.jpeg,Potamogeton praelongus,species,confirmed,1,native,praelongus,"","",accepted,1,0.111
78714,59110,Potamogeton pusillus,small pondweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/303445809/medium.jpeg,Potamogeton pusillus,"",unconfirmed,1,native,pusillus,"","",accepted,1,0.266
78715,59110,Potamogeton richardsonii,Richardson's pondweed,species,https://static.inaturalist.org/photos/437376804/medium.jpeg,Potamogeton richardsonii,species,new,0,native,richardsonii,"","",accepted,1,0
78716,59110,Potamogeton robbinsii,robbins' pondweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/423805901/medium.jpeg,Potamogeton robbinsii,species,new,0,native,robbinsii,"","",accepted,1,0.333
78717,59110,Potamogeton zosteriformis,eel-grass pondweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/531318080/medium.jpg,Potamogeton zosteriformis,"",unconfirmed,1,native,zosteriformis,"","",accepted,1,0.266
78852,47130,Ribes bracteosum,Stink Currant,species,https://inaturalist-open-data.s3.amazonaws.com/photos/197349358/medium.jpg,Ribes bracteosum,species,confirmed,1,native,bracteosum,"","",accepted,1,0
78858,47130,Ribes lacustre,swamp currant,species,https://static.inaturalist.org/photos/377392354/medium.jpg,Ribes lacustre,species,confirmed,1,native,lacustre,"","",accepted,1,0
78861,47130,Ribes lobbii,gummy gooseberry,species,https://inaturalist-open-data.s3.amazonaws.com/photos/496459207/medium.jpeg,Ribes lobbii,species,confirmed,1,native,lobbii,"","",accepted,1,0
79072,72359,Shepherdia canadensis,Canadian buffalo-berry,species,https://inaturalist-open-data.s3.amazonaws.com/photos/1972996/medium.jpg,Shepherdia canadensis,species,confirmed,1,native,canadensis,"","",accepted,1,0
79161,61117,Sparganium angustifolium,Narrow-leaved Bur-reed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/34187128/medium.jpeg,Sparganium angustifolium,species,unconfirmed,1,native,angustifolium,"","",accepted,1,0.331
79162,61117,Sparganium natans,Small Bur-reed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/555429/medium.jpeg,Sparganium natans,species,confirmed,1,native,natans,"","",accepted,1,0.093
79437,60270,Triglochin scilloides,flowering-quillwort,species,https://inaturalist-open-data.s3.amazonaws.com/photos/63745540/medium.jpg,Triglochin scilloides,"",unconfirmed,1,native,scilloides,"","",accepted,1,0.863
79558,52616,Zostera japonica,Japanese Eelgrass,species,https://inaturalist-open-data.s3.amazonaws.com/photos/47312791/medium.jpeg,Nanozostera japonica,species,new,0,exotic,japonica,"","",unaccepted,1,0
82203,49033,Myrica gale,bog myrtle,species,https://inaturalist-open-data.s3.amazonaws.com/photos/92015224/medium.jpeg,Myrica gale,species,new,0,native,gale,"","",accepted,1,0
83915,52849,Oplopanax,Devil's Clubs and Walking Sticks,genus,https://static.inaturalist.org/photos/93922262/medium.jpg,,,,,,,,,,,0
83992,49156,Betula pendula,silver birch,species,https://inaturalist-open-data.s3.amazonaws.com/photos/36257611/medium.jpeg,Betula pendula,species,confirmed,1,exotic,pendula,"","",accepted,1,0
84298,53350,Aesculus hippocastanum,horse-chestnut,species,https://static.inaturalist.org/photos/288506278/medium.jpeg,Aesculus hippocastanum,species,new,0,exotic,hippocastanum,"","",accepted,1,0
119805,69819,Ligustrum vulgare,Common Privet,species,https://inaturalist-open-data.s3.amazonaws.com/photos/291303580/medium.jpg,Ligustrum vulgare,species,confirmed,1,exotic,vulgare,"","",accepted,1,0
121763,49187,Castanea sativa,Sweet Chestnut,species,https://static.inaturalist.org/photos/12739074/medium.jpg,Castanea sativa,species,confirmed,1,exotic,sativa,"","",accepted,1,0
123050,123043,Vallisneria americana,American eelgrass,species,https://inaturalist-open-data.s3.amazonaws.com/photos/221042773/medium.jpeg,Vallisneria americana,species,confirmed,1,exotic,americana,"","",accepted,1,0.037
127391,61316,Daphne laureola,Spurge-laurel,species,https://static.inaturalist.org/photos/120446955/medium.jpeg,Daphne laureola,species,confirmed,1,exotic,laureola,"","",accepted,1,0
129449,48567,Honckenya,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/126292/medium.jpg,,,,,,,,,,,0
133034,61316,Daphne mezereum,Mezereon,species,https://inaturalist-open-data.s3.amazonaws.com/photos/76021443/medium.jpeg,Daphne mezereum,species,new,0,exotic,mezereum,"","",accepted,1,0.029
133397,133400,Buxus sempervirens,common box,species,https://static.inaturalist.org/photos/43384449/medium.jpeg,Buxus sempervirens,species,confirmed,1,exotic,sempervirens,"","",accepted,1,0.051
159231,49156,Betula pumila,swamp birch,species,https://inaturalist-open-data.s3.amazonaws.com/photos/19558503/medium.jpg,Betula pumila,species,unconfirmed,1,native,pumila,"","",accepted,1,0.38
160354,60999,Ceratophyllum echinatum,spineless hornwort,species,https://inaturalist-open-data.s3.amazonaws.com/photos/44783367/medium.jpeg,Ceratophyllum echinatum,species,unconfirmed,1,native,echinatum,"","",accepted,1,0.741
164232,82888,Jasminum nudiflorum,Winter jasmine,species,https://inaturalist-open-data.s3.amazonaws.com/photos/361222488/medium.jpeg,Jasminum nudiflorum,species,new,0,exotic,nudiflorum,"","",accepted,1,0
166162,50280,Parthenocissus tricuspidata,Japanese creeper,species,https://inaturalist-open-data.s3.amazonaws.com/photos/161427647/medium.jpeg,Parthenocissus tricuspidata,species,new,0,exotic,tricuspidata,"","",accepted,1,0
166761,72297,Phyllospadix serrulatus,Serrulate Surfgrass,species,https://inaturalist-open-data.s3.amazonaws.com/photos/30513420/medium.jpg,Phyllospadix serrulatus,species,unconfirmed,1,native,serrulatus,"","",accepted,1,0.569
167322,59110,Potamogeton friesii,Fries' Pondweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/63400898/medium.jpeg,Potamogeton friesii,species,unconfirmed,1,native,friesii,"","",accepted,1,0.889
167326,59110,Potamogeton obtusifolius,Bluntleaf Pondweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/14784587/medium.jpeg,Potamogeton obtusifolius,species,unconfirmed,1,native,obtusifolius,"","",accepted,1,0.331
181602,51338,Limnanthes macounii,Macoun's Meadowfoam,species,https://inaturalist-open-data.s3.amazonaws.com/photos/1876980/medium.jpg,Limnanthes macounii,species,confirmed,1,native,macounii,"","",accepted,1,0
181686,48686,Typha × glauca,hybrid cattail,hybrid,https://inaturalist-open-data.s3.amazonaws.com/photos/4406572/medium.jpg,Typha × glauca,hybrid,new,0,unknown,"","","",accepted,1,0.5
204168,204142,Spinulum annotinum,interrupted clubmoss,species,https://inaturalist-open-data.s3.amazonaws.com/photos/109534368/medium.jpg,Spinulum annotinum,"","",0,native,annotinum,"","",accepted,1,0
273241,47322,Aphyllon,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/187928351/medium.jpg,,,,,,,,,,,0
489052,48434,Struthiopteris,"",genus,https://static.inaturalist.org/photos/24694544/medium.jpeg,,,,,,,,,,,0
489239,49912,Calandrinia ciliata,fringed redmaids,species,https://inaturalist-open-data.s3.amazonaws.com/photos/2001/medium.jpg,Calandrinia ciliata,species,confirmed,1,native,ciliata,"","",accepted,1,0
514665,48567,Sabulina,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/7833998/medium.jpeg,,,,,,,,,,,0
851026,55329,Sceptridium,grapeferns,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/11889881/medium.jpg,,,,,,,,,,,0
1424141,48386,Brewerimitella,Brewer's and coastal miterworts,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/43675573/medium.jpeg,,,,,,,,,,,0
1424152,48386,Pectiantia,alpine miterworts,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/247026179/medium.jpeg,,,,,,,,,,,0
1555600,57624,Elodea densa,Brazilian elodea,species,https://inaturalist-open-data.s3.amazonaws.com/photos/55527815/medium.jpeg,Egeria densa,species,confirmed,1,exotic,densa,"","",unaccepted,1,0.137
47121,47122,Lupinus,lupines,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/249761150/medium.jpeg,,,,,,,,,,,0
47160,47161,Schoenoplectus,Schoenoplectus Bulrushes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/25906839/medium.jpg,,,,,,,,,,,0
47192,47193,Cornus canadensis,Canadian bunchberry,species,https://inaturalist-open-data.s3.amazonaws.com/photos/3251560/medium.JPG,Cornus canadensis,species,new,0,native,canadensis,"","",accepted,1,0.8
47351,47148,Prunus,"plums, cherries, and allies",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/93584919/medium.jpg,,,,,,,,,,,0
47357,55849,Allium,onions,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/13632/medium.jpg,,,,,,,,,,,0
47407,47122,Genista,Brooms,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/40488511/medium.jpeg,,,,,,,,,,,0
47436,47122,Lotus,bird's-foot trefoils,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/82867006/medium.jpg,,,,,,,,,,,0
47544,47148,Rubus,brambles,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/1148035/medium.JPG,,,,,,,,,,,0
47565,47566,Populus nigra,Black Poplar,species,https://inaturalist-open-data.s3.amazonaws.com/photos/259215781/medium.jpg,Populus nigra,species,new,0,exotic,nigra,"","",accepted,1,0
47687,47688,Erodium cicutarium,Redstem Stork's-bill,species,https://static.inaturalist.org/photos/181611272/medium.jpeg,Erodium cicutarium ssp. cicutarium,complex,confirmed,1,exotic,cicutarium,"","",unaccepted,1,0
47692,47693,Sherardia,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/11845/medium.jpg,,,,,,,,,,,0
47752,47753,Polystichum,shield ferns,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/887917/medium.jpeg,,,,,,,,,,,0
47780,47781,Iris,Irises,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/58969251/medium.jpeg,,,,,,,,,,,0
47902,47903,Opuntia,Prickly Pears,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/120515573/medium.jpeg,,,,,,,,,,,0
48226,47332,Eschscholzia,Desert Poppies,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/1609553/medium.JPG,,,,,,,,,,,0
48227,47727,Acer macrophyllum,bigleaf maple,species,https://inaturalist-open-data.s3.amazonaws.com/photos/192704132/medium.jpeg,Acer macrophyllum,species,confirmed,1,native,macrophyllum,"","",accepted,1,0
48230,48231,Ranunculus,buttercups,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/53566757/medium.jpeg,,,,,,,,,,,0
48241,47328,Erythronium,fawn lilies,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/14234311/medium.jpg,,,,,,,,,,,0
48353,133387,Vaccinium,"blueberries, cranberries, and allies",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/56288/medium.jpg,,,,,,,,,,,0
48436,48437,Adiantum,maidenhair ferns,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/42065251/medium.jpeg,,,,,,,,,,,0
48439,52327,Chenopodium,Goosefoots,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/84485453/medium.jpeg,,,,,,,,,,,0
48442,133387,Gaultheria,wintergreens,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/122726974/medium.jpeg,,,,,,,,,,,0
48493,48231,Delphinium,larkspurs,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/261142549/medium.jpg,,,,,,,,,,,0
48523,48528,Symphoricarpos albus,Common Snowberry,species,https://inaturalist-open-data.s3.amazonaws.com/photos/293373777/medium.jpg,Symphoricarpos albus,species,confirmed,1,native,albus,"","",accepted,1,0
48537,48729,Lysichiton americanus,western skunk cabbage,species,https://static.inaturalist.org/photos/107900/medium.jpg,Lysichiton americanus,species,confirmed,1,native,americanus,"","",accepted,1,0
48539,47122,Cytisus,brooms,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/1179457/medium.jpg,,,,,,,,,,,0
48571,47161,Carex,true sedges,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/18432491/medium.jpeg,,,,,,,,,,,0
48582,47148,Sorbus,Rowans and Mountain Ashes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/327388047/medium.jpg,,,,,,,,,,,0
48618,48621,Echinocystis lobata,prickly cucumber,species,https://inaturalist-open-data.s3.amazonaws.com/photos/4666634/medium.jpg,Echinocystis lobata,species,unconfirmed,1,exotic,lobata,"","",accepted,1,0.741
48681,47148,Spiraea,meadowsweets,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/20524813/medium.jpeg,,,,,,,,,,,0
48798,48797,Sidalcea,Checkerblooms,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/7333/medium.jpg,,,,,,,,,,,0
48928,47328,Lilium,true lilies,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/210060579/medium.jpg,,,,,,,,,,,0
48943,48516,Datura,Devil's Trumpets,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/174525717/medium.jpeg,,,,,,,,,,,0
49131,48150,Myosotis,Forget-me-nots,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/11134304/medium.jpg,,,,,,,,,,,0
49139,48150,Plagiobothrys,Popcornflowers,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/63049540/medium.jpg,,,,,,,,,,,0
49140,48150,Amsinckia,Fiddlenecks,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/259439469/medium.jpg,,,,,,,,,,,0
49149,47599,Scilla,Squills,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/114184611/medium.jpeg,,,,,,,,,,,0
49230,47148,Amelanchier,serviceberries,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/47463/medium.jpg,,,,,,,,,,,0
49341,49340,Castilleja attenuata,valley tassels,species,https://inaturalist-open-data.s3.amazonaws.com/photos/280434527/medium.jpg,Castilleja attenuata,species,confirmed,1,native,attenuata,"","",accepted,1,0
49370,47122,Astragalus,milkvetches,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/314599137/medium.jpg,,,,,,,,,,,0
49371,47161,Scirpus,Scirpus Bulrushes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/12835/medium.jpg,,,,,,,,,,,0
49398,133387,Kalmia,mountain-laurels,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/241052591/medium.jpg,,,,,,,,,,,0
49477,49478,Monotropa uniflora,Ghost Pipe,species,https://inaturalist-open-data.s3.amazonaws.com/photos/4319833/medium.jpeg,Monotropa uniflora,species,confirmed,1,native,uniflora,"","",accepted,1,0
49487,133387,Rhododendron,rhododendrons and azaleas,genus,https://static.inaturalist.org/photos/132769155/medium.jpg,,,,,,,,,,,0
49869,48231,Caltha,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/3274593/medium.jpg,,,,,,,,,,,0
49871,48231,Actaea,baneberries and cohoshes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/41899028/medium.jpeg,,,,,,,,,,,0
49877,48231,Clematis,Clematis and leatherflowers,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/25083605/medium.jpeg,,,,,,,,,,,0
49917,47781,Sisyrinchium,blue-eyed grasses,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/27294024/medium.jpg,,,,,,,,,,,0
50204,47604,Bidens,Beggarticks,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/78688129/medium.jpg,,,,,,,,,,,0
50249,47599,Maianthemum,mayflowers and false Solomon's seals,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/80170/medium.jpg,,,,,,,,,,,0
50321,47122,Lathyrus,sweet peas and vetchlings,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/91675201/medium.jpg,,,,,,,,,,,0
50619,47328,Fritillaria,Fritillaries,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/6272/medium.jpg,,,,,,,,,,,0
50641,48516,Solanum,nightshades,genus,https://static.inaturalist.org/photos/5299629/medium.jpeg,,,,,,,,,,,0
50842,47122,Hosackia,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/75764305/medium.jpeg,,,,,,,,,,,0
50921,47599,Muscari,Grape hyacinths,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/49812279/medium.jpeg,,,,,,,,,,,0
51046,51047,Arbutus menziesii,Pacific madrone,species,https://inaturalist-open-data.s3.amazonaws.com/photos/8268086/medium.jpg,Arbutus menziesii,species,confirmed,1,native,menziesii,"","",accepted,1,0
51051,47332,Dicentra,Bleedinghearts,genus,https://static.inaturalist.org/photos/118018578/medium.jpg,,,,,,,,,,,0
51071,51072,Prosartes hookeri,Hooker's fairybells,species,https://inaturalist-open-data.s3.amazonaws.com/photos/192085359/medium.jpg,Prosartes hookeri,species,confirmed,1,native,hookeri,"","",accepted,1,0
51080,51079,Toxicodendron diversilobum,Pacific poison oak,species,https://static.inaturalist.org/photos/14897857/medium.jpeg,Toxicodendron diversilobum,species,confirmed,1,native,diversilobum,"","",accepted,1,0
51123,51122,Nymphaea odorata odorata,"",subspecies,https://inaturalist-open-data.s3.amazonaws.com/photos/778406/medium.jpg,Nymphaea odorata ssp. odorata,species,confirmed,1,exotic,odorata,Nymphaea odorata odorata,"",accepted,1,0.028
51148,47148,Crataegus,hawthorns,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/76382616/medium.jpg,,,,,,,,,,,0
51229,48623,Stachys,Hedgenettles,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/45199648/medium.jpeg,,,,,,,,,,,0
51607,55849,Galanthus,snowdrops,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/112148867/medium.jpg,,,,,,,,,,,0
51609,48536,Arum,arum lilies,genus,https://static.inaturalist.org/photos/34006744/medium.jpeg,,,,,,,,,,,0
51643,51644,Tiarella trifoliata,Threeleaf Foamflower,species,https://static.inaturalist.org/photos/134451247/medium.jpeg,Tiarella trifoliata,species,confirmed,1,native,trifoliata,"","",accepted,1,0
51655,51656,Tellima grandiflora,fringe cups,species,https://inaturalist-open-data.s3.amazonaws.com/photos/143999155/medium.jpg,Tellima grandiflora,species,confirmed,1,native,grandiflora,"","",accepted,1,0
51694,48150,Cryptantha,Annual Cryptanthas,genus,https://static.inaturalist.org/photos/6720361/medium.jpg,,,,,,,,,,,0
51742,48699,Aegopodium,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/119193/medium.jpg,,,,,,,,,,,0
51811,47122,Laburnum,Laburnums,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/12186994/medium.jpg,,,,,,,,,,,0
51876,47122,Trifolium,clovers,genus,https://static.inaturalist.org/photos/187688592/medium.jpg,,,,,,,,,,,0
52118,52117,Pterospora andromedea,woodland pinedrops,species,https://inaturalist-open-data.s3.amazonaws.com/photos/113501396/medium.jpeg,Pterospora andromedea,species,confirmed,1,native,andromedea,"","",accepted,1,0.047
52195,48567,Silene,Catchflies,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/9522/medium.jpg,,,,,,,,,,,0
52472,47122,Vicia,Vetches,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/51639903/medium.jpg,,,,,,,,,,,0
52504,47332,Papaver,Poppies,genus,https://static.inaturalist.org/photos/18288854/medium.jpg,,,,,,,,,,,0
52617,52327,Salicornia,pickleweeds,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/2774880/medium.JPG,,,,,,,,,,,0
52672,47753,Dryopteris,wood ferns,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/133824012/medium.jpg,,,,,,,,,,,0
52677,48437,Pentagramma,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/10360182/medium.jpg,,,,,,,,,,,0
52680,52679,Polypodium,polypody ferns,genus,https://static.inaturalist.org/photos/375942266/medium.jpeg,,,,,,,,,,,0
52681,52683,Pteridium aquilinum,common bracken,species,https://inaturalist-open-data.s3.amazonaws.com/photos/64559686/medium.jpg,Pteridium aquilinum,species,confirmed,1,native,aquilinum,"","",accepted,1,0
52685,52686,Woodwardia fimbriata,giant chain fern,species,https://inaturalist-open-data.s3.amazonaws.com/photos/30798531/medium.jpg,Woodwardia fimbriata,species,confirmed,1,native,fimbriata,"","",accepted,1,0
52701,47434,Bromus,bromes,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/271464058/medium.jpg,,,,,,,,,,,0
52715,47434,Cortaderia,Pampas grasses,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/19012/medium.jpg,,,,,,,,,,,0
52724,47746,Equisetum arvense,field horsetail,species,https://inaturalist-open-data.s3.amazonaws.com/photos/72597295/medium.jpg,Equisetum arvense,species,confirmed,1,native,arvense,"","",accepted,1,0
52734,47161,Cyperus,Flatsedges,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/82657803/medium.jpg,,,,,,,,,,,0
52803,47434,Melica,melicgrasses,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/20894945/medium.jpeg,,,,,,,,,,,0
52836,48699,Angelica,angelicas,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/367447501/medium.jpeg,,,,,,,,,,,0
52971,52972,Epilobium brachycarpum,panicled willowherb,species,https://inaturalist-open-data.s3.amazonaws.com/photos/320668528/medium.jpeg,Epilobium brachycarpum,species,confirmed,1,native,brachycarpum,"","",accepted,1,0.009
52973,50853,Cerastium glomeratum,Sticky mouse-ear chickweed,species,https://inaturalist-open-data.s3.amazonaws.com/photos/364232762/medium.jpg,Cerastium glomeratum,species,confirmed,1,exotic,glomeratum,"","",accepted,1,0
52999,48699,Conium,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/5169/medium.jpg,,,,,,,,,,,0
53022,52345,Convolvulus,bindweeds,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/32864798/medium.jpg,,,,,,,,,,,0
53050,52972,Epilobium ciliatum,fringed willowherb,species,https://inaturalist-open-data.s3.amazonaws.com/photos/296254377/medium.jpg,Epilobium ciliatum,species,new,0,native,ciliatum,"","",accepted,1,0
53053,48699,Foeniculum,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/340076603/medium.jpeg,,,,,,,,,,,0
53060,47693,Galium,bedstraws,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/30968909/medium.jpg,,,,,,,,,,,0
53095,48699,Heracleum,hogweeds,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/7984388/medium.jpeg,,,,,,,,,,,0
53136,47604,Madia,tarweeds,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/17593/medium.jpg,,,,,,,,,,,0
53141,47604,Anisocarpus,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/5245/medium.jpg,,,,,,,,,,,0
53152,47122,Medicago,medicks,genus,https://static.inaturalist.org/photos/114442803/medium.jpg,,,,,,,,,,,0
53192,48382,Pterostegia,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/152560/medium.jpg,,,,,,,,,,,0
53196,48382,Rumex,docks and sorrels,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/14989/medium.jpg,,,,,,,,,,,0
53199,47122,Rupertia,"",genus,https://inaturalist-open-data.s3.amazonaws.com/photos/73805727/medium.jpg,,,,,,,,,,,0
53202,48699,Sanicula,sanicles,genus,https://inaturalist-open-data.s3.amazonaws.com/photos/15406/medium.jpg,,,,,,,,,,,0
53315,51886,Urtica urens,Dwarf Nettle,species,https://inaturalist-open-data.s3.amazonaws.com/photos/346153612/medium.jpg,Urtica urens,species,new,1,exotic,urens,"","",accepted,1,0
