"","VRI2024_ID","FEATURE_ID_match","POLYGON_ID_match"
"4021",177257,NA,NA
"4022",177258,NA,NA
"4023",177259,NA,NA
"4024",177262,NA,NA
"4025",177272,NA,NA
"4026",177273,NA,NA
"4027",177274,NA,NA
"4028",177275,NA,NA
"4029",177276,NA,NA
"4030",177277,NA,NA
"4031",177278,NA,NA
"4032",177280,NA,NA
"4033",177281,NA,NA
"4034",177326,NA,NA
"4035",177327,NA,NA
"4036",177328,NA,NA
"4037",177331,NA,NA
"4038",177332,NA,NA
"4039",177333,NA,NA
"4040",177336,NA,NA
"4041",177337,NA,NA
"4042",177340,NA,NA
"4043",177353,NA,NA
"4044",177354,NA,NA
"4045",177356,NA,NA
"4046",177359,NA,NA
"4047",177360,NA,NA
"4048",177363,NA,NA
"4049",177364,NA,NA
"4050",177365,NA,NA
"4051",177366,NA,NA
"4052",177367,NA,NA
"4053",177372,NA,NA
"4054",177385,NA,NA
"4055",177389,NA,NA
"4056",177393,NA,NA
"4057",177394,NA,NA
"4058",177395,NA,NA
"4059",177398,NA,NA
"4060",177404,NA,NA
"4061",177408,NA,NA
"4062",177409,NA,NA
"4063",177413,NA,NA
"4064",177414,NA,NA
"4065",177415,NA,NA
"4066",177425,NA,NA
"4067",177426,NA,NA
"4068",177427,NA,NA
"4069",177428,NA,NA
"4070",177430,NA,NA
"4071",177431,NA,NA
"4072",177449,NA,NA
"4073",177458,NA,NA
"4074",177473,NA,NA
"4075",177475,NA,NA
"4076",177476,NA,NA
"4077",177479,NA,NA
"4078",177493,NA,NA
"4079",177510,NA,NA
"4080",177512,NA,NA
"4081",177535,NA,NA
"4082",177542,NA,NA
"4083",177547,NA,NA
"4084",177548,NA,NA
"4085",177549,NA,NA
"4086",177552,NA,NA
"4087",177563,NA,NA
"4088",177564,NA,NA
"4089",177565,NA,NA
"4090",177567,NA,NA
"4091",177570,NA,NA
"4092",177576,NA,NA
"4093",177577,NA,NA
"4094",177578,NA,NA
"4095",177580,NA,NA
"4096",177581,NA,NA
"4097",177582,NA,NA
"4098",177583,NA,NA
"4099",177585,NA,NA
"4100",177587,NA,NA
"4101",177588,NA,NA
"4102",177589,NA,NA
"4103",177591,NA,NA
"4104",177592,NA,NA
"4105",177595,NA,NA
"4106",177599,NA,NA
"4107",177600,NA,NA
"4108",177601,NA,NA
"4109",177603,NA,NA
"4110",177605,NA,NA
"4111",177612,NA,NA
"4112",177613,NA,NA
"4113",177615,NA,NA
"4114",177620,NA,NA
"4115",177629,NA,NA
"4116",177633,NA,NA
"4117",177645,NA,NA
"4118",177648,NA,NA
"4119",177654,NA,NA
"4120",177657,NA,NA
"4121",177660,NA,NA
"4122",177661,NA,NA
"4123",177663,NA,NA
"4124",177665,NA,NA
"4125",177668,NA,NA
"4126",177676,NA,NA
"4127",177678,NA,NA
"4128",177683,NA,NA
"4129",177684,NA,NA
"4130",177686,NA,NA
"4131",177691,NA,NA
"4132",177692,NA,NA
"4133",177693,NA,NA
"4134",177694,NA,NA
"4135",177702,NA,NA
"4136",177703,NA,NA
"4137",177706,NA,NA
"4138",177707,NA,NA
"4139",177709,NA,NA
"4140",177735,NA,NA
"4141",177751,NA,NA
"4142",177757,NA,NA
"4143",177764,NA,NA
"4144",177765,NA,NA
"4145",177769,NA,NA
"4146",177777,NA,NA
"4147",177796,NA,NA
"4148",177797,NA,NA
"4149",177798,NA,NA
"4150",177799,NA,NA
"4151",177802,NA,NA
"4152",177814,NA,NA
"4153",177823,NA,NA
"4154",177829,NA,NA
"4155",177834,NA,NA
"4156",177838,NA,NA
"4157",177839,NA,NA
"4158",177842,NA,NA
"4159",177844,NA,NA
"4160",177845,NA,NA
"4161",177846,NA,NA
"4162",177849,NA,NA
"4163",177850,NA,NA
"4164",177858,NA,NA
"4165",177863,NA,NA
"4166",177864,NA,NA
"4167",177865,NA,NA
"4168",177866,NA,NA
"4169",177873,NA,NA
"4170",177874,NA,NA
"4171",177878,NA,NA
"4172",177879,NA,NA
"4173",177884,NA,NA
"4174",177885,NA,NA
"4175",177894,NA,NA
"4176",177895,NA,NA
"4177",177897,NA,NA
"4178",177900,NA,NA
"4179",177934,NA,NA
"4180",177937,NA,NA
"4181",177939,NA,NA
"4182",177941,NA,NA
"4183",177948,NA,NA
"4184",177952,NA,NA
"4185",177963,NA,NA
"4186",178000,NA,NA
"4187",178002,NA,NA
"4188",178005,NA,NA
"4189",178015,NA,NA
"4190",178017,NA,NA
"4191",178018,NA,NA
"4192",178020,NA,NA
"4193",178027,NA,NA
"4194",178030,NA,NA
"4195",178034,NA,NA
"4196",178046,NA,NA
"4197",178047,NA,NA
"4198",178048,NA,NA
"4199",178050,NA,NA
"4200",178051,NA,NA
"4201",178052,NA,NA
"4202",178054,NA,NA
"4203",178058,NA,NA
"4204",178059,NA,NA
"4205",178060,NA,NA
"4206",178061,NA,NA
"4207",178062,NA,NA
"4208",178068,NA,NA
"4209",178070,NA,NA
"4210",178074,NA,NA
"4211",178081,NA,NA
"4212",178085,NA,NA
"4213",178086,NA,NA
"4214",178108,NA,NA
"4215",178111,NA,NA
"4216",178118,NA,NA
"4217",178135,NA,NA
"4218",178136,NA,NA
"4219",178137,NA,NA
"4220",178143,NA,NA
"4221",178144,NA,NA
"4222",178146,NA,NA
"4223",178147,NA,NA
"4224",178157,NA,NA
"4225",178160,NA,NA
"4226",178163,NA,NA
"4227",178167,NA,NA
"4228",178168,NA,NA
"4229",178169,NA,NA
"4230",178175,NA,NA
"4231",178176,NA,NA
"4232",178181,NA,NA
"4233",178183,NA,NA
"4234",178186,NA,NA
"4235",178189,NA,NA
"4236",178192,NA,NA
"4237",178198,NA,NA
"4238",178199,NA,NA
"4239",178200,NA,NA
"4240",178217,NA,NA
"4241",178243,NA,NA
"4242",178254,NA,NA
"4243",178256,NA,NA
"4244",178262,NA,NA
"4245",178264,NA,NA
"4246",178273,NA,NA
"4247",178274,NA,NA
"4248",178275,NA,NA
"4249",178282,NA,NA
"4250",178285,NA,NA
"4251",178286,NA,NA
"4252",178291,NA,NA
"4253",178292,NA,NA
"4254",178293,NA,NA
"4255",178294,NA,NA
"4256",178305,NA,NA
"4257",178313,NA,NA
"4258",178317,NA,NA
"4259",178318,NA,NA
"4260",178325,NA,NA
"4261",178332,NA,NA
"4262",178340,NA,NA
"4263",178343,NA,NA
"4264",178347,NA,NA
"4265",178350,NA,NA
"4266",178351,NA,NA
"4267",178360,NA,NA
"4268",178377,NA,NA
"4269",178416,NA,NA
"4270",178417,NA,NA
"4271",178418,NA,NA
"4272",178424,NA,NA
"4273",178425,NA,NA
"4274",178428,NA,NA
"4275",178429,NA,NA
"4276",178431,NA,NA
"4277",178432,NA,NA
"4278",178436,NA,NA
"4279",178438,NA,NA
"4280",178439,NA,NA
"4281",178441,NA,NA
"4282",178442,NA,NA
"4283",178443,NA,NA
"4284",178444,NA,NA
"4285",178445,NA,NA
"4286",178446,NA,NA
"4287",178450,NA,NA
"4288",178456,NA,NA
"4289",178514,NA,NA
"4290",178516,NA,NA
"4291",178517,NA,NA
"4292",178523,NA,NA
"4293",178543,NA,NA
"4294",178550,NA,NA
"4295",178551,NA,NA
"4296",178555,NA,NA
"4297",178559,NA,NA
"4298",178567,NA,NA
"4299",178570,NA,NA
"4300",178571,NA,NA
"4301",178574,NA,NA
"4302",178577,NA,NA
"4303",178578,NA,NA
"4304",178579,NA,NA
"4305",178580,NA,NA
"4306",178581,NA,NA
"4307",178583,NA,NA
"4308",178587,NA,NA
"4309",178589,NA,NA
"4310",178590,NA,NA
"4311",178591,NA,NA
"4312",178593,NA,NA
"4313",178594,NA,NA
"4314",178601,NA,NA
"4315",178609,NA,NA
"4316",178624,NA,NA
"4317",178628,NA,NA
"4318",178632,NA,NA
"4319",178645,NA,NA
"4320",178646,NA,NA
"4321",178656,NA,NA
"4322",178657,NA,NA
"4323",178661,NA,NA
"4324",178666,NA,NA
"4325",178667,NA,NA
"4326",178668,NA,NA
"4327",178670,NA,NA
"4328",178671,NA,NA
"4329",178678,NA,NA
"4330",178682,NA,NA
"4331",178688,NA,NA
"4332",178693,NA,NA
"4333",178695,NA,NA
"4334",178697,NA,NA
"4335",178713,NA,NA
"4336",178715,NA,NA
"4337",178717,NA,NA
"4338",178718,NA,NA
"4339",178722,NA,NA
"4340",178738,NA,NA
"4341",178744,NA,NA
"4342",178746,NA,NA
"4343",178748,NA,NA
"4344",178749,NA,NA
"4345",178750,NA,NA
"4346",178753,NA,NA
"4347",178754,NA,NA
"4348",178757,NA,NA
"4349",178762,NA,NA
"4350",178763,NA,NA
"4351",178766,NA,NA
"4352",178767,NA,NA
"4353",178769,NA,NA
"4354",178774,NA,NA
"4355",178778,NA,NA
"4356",178786,NA,NA
"4357",178787,NA,NA
"4358",178788,NA,NA
"4359",178789,NA,NA
"4360",178791,NA,NA
"4361",178799,NA,NA
"4362",178805,NA,NA
"4363",178807,NA,NA
"4364",178808,NA,NA
"4365",178817,NA,NA
"4366",178849,NA,NA
"4367",178851,NA,NA
"4368",178855,NA,NA
"4369",178859,NA,NA
"4370",178860,NA,NA
"4371",178865,NA,NA
"4372",178866,NA,NA
"4373",178868,NA,NA
"4374",178871,NA,NA
"4375",178876,NA,NA
"4376",178877,NA,NA
"4377",178879,NA,NA
"4378",178882,NA,NA
"4379",178884,NA,NA
"4380",178890,NA,NA
"4381",178892,NA,NA
"4382",178898,NA,NA
"4383",178912,NA,NA
"4384",178913,NA,NA
"4385",178927,NA,NA
"4386",178930,NA,NA
"4387",178932,NA,NA
"4388",178933,NA,NA
"4389",178934,NA,NA
"4390",178935,NA,NA
"4391",178938,NA,NA
"4392",178939,NA,NA
"4393",178951,NA,NA
"4394",178953,NA,NA
"4395",178954,NA,NA
"4396",178981,NA,NA
"4397",178985,NA,NA
"4398",178991,NA,NA
"4399",179003,NA,NA
"4400",179007,NA,NA
"4401",179010,NA,NA
"4402",179012,NA,NA
"4403",179014,NA,NA
"4404",179017,NA,NA
"4405",179019,NA,NA
"4406",179020,NA,NA
"4407",179021,NA,NA
"4408",179023,NA,NA
"4409",179025,NA,NA
"4410",179056,NA,NA
"4411",179059,NA,NA
"4412",179061,NA,NA
"4413",179064,NA,NA
"4414",179065,NA,NA
"4415",179066,NA,NA
"4416",179068,NA,NA
"4417",179070,NA,NA
"4418",179076,NA,NA
"4419",179077,NA,NA
"4420",179082,NA,NA
"4421",179084,NA,NA
"4422",179105,NA,NA
"4423",179106,NA,NA
"4424",179107,NA,NA
"4425",179111,NA,NA
"4426",179116,NA,NA
"4427",179119,NA,NA
"4428",179122,NA,NA
"4429",179125,NA,NA
"4430",179131,NA,NA
"4431",179134,NA,NA
"4432",179137,NA,NA
"4433",179141,NA,NA
"4434",179143,NA,NA
"4435",179145,NA,NA
"4436",179153,NA,NA
"4437",179155,NA,NA
"4438",179156,NA,NA
"4439",179162,NA,NA
"4440",179163,NA,NA
"4441",179165,NA,NA
"4442",179174,NA,NA
"4443",179177,NA,NA
"4444",179179,NA,NA
"4445",179191,NA,NA
"4446",179192,NA,NA
"4447",179212,NA,NA
"4448",179220,NA,NA
"4449",179221,NA,NA
"4450",179235,NA,NA
"4451",179240,NA,NA
"4452",179254,NA,NA
"4453",179255,NA,NA
"4454",179264,NA,NA
"4455",179265,NA,NA
"4456",179266,NA,NA
"4457",179272,NA,NA
"4458",179278,NA,NA
"4459",179279,NA,NA
"4460",179294,NA,NA
"4461",179295,NA,NA
"4462",179296,NA,NA
"4463",179297,NA,NA
"4464",179301,NA,NA
"4465",179310,NA,NA
"4466",179312,NA,NA
"4467",179318,NA,NA
"4468",179323,NA,NA
"4469",179327,NA,NA
"4470",179331,NA,NA
"4471",179332,NA,NA
"4472",179335,NA,NA
"4473",179336,NA,NA
"4474",179341,NA,NA
"4475",179342,NA,NA
"4476",179347,NA,NA
"4477",179353,NA,NA
"4478",179354,NA,NA
"4479",179357,NA,NA
"4480",179360,NA,NA
"4481",179374,NA,NA
"4482",179378,NA,NA
"4483",179388,NA,NA
"4484",179389,NA,NA
"4485",179394,NA,NA
"4486",179395,NA,NA
"4487",179399,NA,NA
"4488",179401,NA,NA
"4489",179403,NA,NA
"4490",179410,NA,NA
"4491",179413,NA,NA
"4492",179438,NA,NA
"4493",179443,NA,NA
"4494",179449,NA,NA
"4495",179466,NA,NA
"4496",179468,NA,NA
"4497",179469,NA,NA
"4498",179470,NA,NA
"4499",179471,NA,NA
"4500",179472,NA,NA
"4501",179473,NA,NA
"4502",179474,NA,NA
"4503",179476,NA,NA
"4504",179477,NA,NA
"4505",179478,NA,NA
"4506",179494,NA,NA
"4507",179506,NA,NA
"4508",179508,NA,NA
"4509",179515,NA,NA
"4510",179526,NA,NA
"4511",179527,NA,NA
"4512",179531,NA,NA
"4513",179536,NA,NA
"4514",179538,NA,NA
"4515",179543,NA,NA
"4516",179544,NA,NA
"4517",179546,NA,NA
"4518",179547,NA,NA
"4519",179548,NA,NA
"4520",179551,NA,NA
"4521",179552,NA,NA
"4522",179558,NA,NA
"4523",179559,NA,NA
"4524",179561,NA,NA
"4525",179570,NA,NA
"4526",179572,NA,NA
"4527",179573,NA,NA
"4528",179574,NA,NA
"4529",179576,NA,NA
"4530",179577,NA,NA
"4531",179578,NA,NA
"4532",179583,NA,NA
"4533",179584,NA,NA
"4534",179590,NA,NA
"4535",179593,NA,NA
"4536",179596,NA,NA
"4537",179597,NA,NA
"4538",179598,NA,NA
"4539",179602,NA,NA
"4540",179603,NA,NA
"4541",179608,NA,NA
"4542",179609,NA,NA
"4543",179610,NA,NA
"4544",179643,NA,NA
"4545",179645,NA,NA
"4546",179646,NA,NA
"4547",179654,NA,NA
"4548",179663,NA,NA
"4549",179668,NA,NA
"4550",179670,NA,NA
"4551",179674,NA,NA
"4552",179680,NA,NA
"4553",179682,NA,NA
"4554",179683,NA,NA
"4555",179684,NA,NA
"4556",179685,NA,NA
"4557",179686,NA,NA
"4558",179695,NA,NA
"4559",179700,NA,NA
"4560",179704,NA,NA
"4561",179706,NA,NA
"4562",179737,NA,NA
"4563",179740,NA,NA
"4564",179741,NA,NA
"4565",179742,NA,NA
"4566",179751,NA,NA
"4567",179757,NA,NA
"4568",179764,NA,NA
"4569",179765,NA,NA
"4570",179766,NA,NA
"4571",179767,NA,NA
"4572",179768,NA,NA
"4573",179769,NA,NA
"4574",179771,NA,NA
"4575",179774,NA,NA
"4576",179781,NA,NA
"4577",179784,NA,NA
"4578",179789,NA,NA
"4579",179818,NA,NA
"4580",179834,NA,NA
"4581",179836,NA,NA
"4582",179843,NA,NA
"4583",179857,NA,NA
"4584",179860,NA,NA
"4585",179861,NA,NA
"4586",179863,NA,NA
"4587",179864,NA,NA
"4588",179865,NA,NA
"4589",179893,NA,NA
"4590",179916,NA,NA
"4591",179942,NA,NA
"4592",179944,NA,NA
"4593",179949,NA,NA
"4594",179951,NA,NA
"4595",179955,NA,NA
"4596",179960,NA,NA
"4597",179962,NA,NA
"4598",179992,NA,NA
"4599",180001,NA,NA
"4600",180007,NA,NA
"4601",180023,NA,NA
"4602",180028,NA,NA
"4603",180031,NA,NA
"4604",180052,NA,NA
"4605",180053,NA,NA
"4606",180054,NA,NA
"4607",180055,NA,NA
"4608",180056,NA,NA
"4609",180057,NA,NA
"4610",180058,NA,NA
"4611",180059,NA,NA
"4612",180060,NA,NA
"4613",180078,NA,NA
"4614",180086,NA,NA
"4615",180090,NA,NA
"4616",180091,NA,NA
"4617",180094,NA,NA
"4618",180097,NA,NA
"4619",180099,NA,NA
"4620",180114,NA,NA
"4621",180120,NA,NA
"4622",180130,NA,NA
"4623",180135,NA,NA
"4624",180136,NA,NA
"4625",180142,NA,NA
"4626",180153,NA,NA
"4627",180154,NA,NA
"4628",180155,NA,NA
"4629",180190,NA,NA
"4630",180231,NA,NA
"4631",180232,NA,NA
"4632",180251,NA,NA
"4633",180252,NA,NA
"4634",180253,NA,NA
"4635",180254,NA,NA
"4636",180255,NA,NA
"4637",180256,NA,NA
"4638",180257,NA,NA
"4639",180258,NA,NA
"4640",180259,NA,NA
"4641",180274,NA,NA
"4642",180302,NA,NA
"4643",180303,NA,NA
"4644",180304,NA,NA
"4645",180383,NA,NA
"4646",180384,NA,NA
"4647",180385,NA,NA
"4648",180386,NA,NA
"4649",180387,NA,NA
"4650",180388,NA,NA
"4651",180389,NA,NA
"4652",180395,NA,NA
"4653",180397,NA,NA
"4654",180432,NA,NA
"4655",180433,NA,NA
"4656",180435,NA,NA
"4657",180458,NA,NA
"4658",180468,NA,NA
"4659",180491,NA,NA
"4660",180492,NA,NA
"4661",180493,NA,NA
"4662",180494,NA,NA
"4663",180495,NA,NA
"4664",180496,NA,NA
"4665",180497,NA,NA
"4666",180498,NA,NA
"4667",180499,NA,NA
"4668",180500,NA,NA
"4669",180517,NA,NA
"4670",180528,NA,NA
"4671",180530,NA,NA
"4672",180531,NA,NA
"4673",180533,NA,NA
"4674",180541,NA,NA
"4675",180542,NA,NA
"4676",180543,NA,NA
"4677",180553,NA,NA
"4678",180590,NA,NA
"4679",180591,NA,NA
"4680",180597,NA,NA
"4681",180601,NA,NA
"4682",180602,NA,NA
"4683",180606,NA,NA
"4684",180610,NA,NA
"4685",180624,NA,NA
"4686",180638,NA,NA
"4687",180641,NA,NA
"4688",180642,NA,NA
"4689",180660,NA,NA
"4690",180663,NA,NA
"4691",180679,NA,NA
"4692",180680,NA,NA
"4693",180684,NA,NA
"4694",180707,NA,NA
"4695",180713,NA,NA
"4696",180714,NA,NA
"4697",180717,NA,NA
"4698",180718,NA,NA
"4699",180734,NA,NA
"4700",180745,NA,NA
"4701",180746,NA,NA
"4702",180777,NA,NA
"4703",180778,NA,NA
"4704",180780,NA,NA
"4705",180781,NA,NA
"4706",180782,NA,180782
"4707",180791,NA,NA
"4708",180793,NA,NA
"4709",180794,NA,NA
"4710",180826,NA,NA
"4711",180833,NA,NA
"4712",180834,NA,NA
"4713",180879,NA,NA
"4714",180884,NA,NA
"4715",180890,NA,NA
"4716",180891,NA,NA
"4717",180892,NA,NA
"4718",180893,NA,NA
"4719",180899,NA,NA
"4720",180902,NA,NA
"4721",180903,NA,NA
"4722",180904,NA,NA
"4723",180936,NA,NA
"4724",180942,NA,NA
"4725",180947,NA,NA
"4726",180953,NA,NA
"4727",180965,NA,NA
"4728",180969,NA,NA
"4729",180970,NA,NA
"4730",180971,NA,NA
"4731",181005,NA,NA
"4732",181006,NA,NA
"4733",181008,NA,NA
"4734",181009,NA,NA
"4735",181010,NA,NA
"4736",181011,NA,NA
"4737",181012,NA,NA
"4738",181023,NA,NA
"4739",181035,NA,NA
"4740",181040,NA,NA
"4741",181062,NA,NA
"4742",181063,NA,NA
"4743",181064,NA,NA
"4744",181073,NA,NA
"4745",181074,NA,NA
"4746",181075,NA,NA
"4747",181076,NA,NA
"4748",181092,NA,NA
"4749",181108,NA,NA
"4750",181112,NA,NA
"4751",181120,NA,NA
"4752",181121,NA,NA
"4753",181122,NA,NA
"4754",181123,NA,NA
"4755",181126,NA,NA
"4756",181127,NA,NA
"4757",181139,NA,NA
"4758",181156,NA,NA
"4759",181165,NA,NA
"4760",181186,NA,NA
"4761",181206,NA,NA
"4762",181207,NA,NA
"4763",181208,NA,NA
"4764",181209,NA,NA
"4765",181218,NA,NA
"4766",181219,NA,NA
"4767",181220,NA,NA
"4768",181221,NA,NA
"4769",181222,NA,NA
"4770",181223,NA,NA
"4771",181224,NA,NA
"4772",181225,NA,NA
"4773",181226,NA,NA
"4774",181227,NA,NA
"4775",181232,NA,NA
"4776",181265,NA,NA
"4777",181300,NA,NA
"4778",181325,NA,NA
"4779",181327,NA,NA
"4780",181329,NA,NA
"4781",181330,NA,NA
"4782",181331,NA,NA
"4783",181333,NA,NA
"4784",181335,NA,NA
"4785",181346,NA,NA
"4786",181351,NA,NA
"4787",181364,NA,NA
"4788",181376,NA,NA
"4789",181420,NA,NA
"4790",181430,NA,NA
"4791",181435,NA,NA
"4792",181436,NA,NA
"4793",181437,NA,NA
"4794",181438,NA,NA
"4795",181441,NA,NA
"4796",181443,NA,NA
"4797",181444,NA,NA
"4798",181445,NA,NA
"4799",181446,NA,NA
"4800",181447,NA,NA
"4801",181469,NA,NA
"4802",181491,NA,NA
"4803",181508,NA,NA
"4804",181510,NA,NA
"4805",181514,NA,NA
"4806",181515,NA,NA
"4807",181517,NA,NA
"4808",181518,NA,NA
"4809",181522,NA,NA
"4810",181538,NA,NA
"4811",181553,NA,NA
"4812",181570,NA,NA
"4813",181571,NA,NA
"4814",181572,NA,NA
"4815",181575,NA,NA
"4816",181580,NA,NA
"4817",181599,NA,NA
"4818",181604,NA,NA
"4819",181607,NA,NA
"4820",181617,NA,NA
"4821",181621,NA,NA
"4822",181625,NA,NA
"4823",181644,NA,NA
"4824",181646,NA,NA
"4825",181647,NA,NA
"4826",181651,NA,NA
"4827",181654,NA,NA
"4828",181657,NA,NA
"4829",181658,NA,NA
"4830",181668,NA,NA
"4831",181673,NA,NA
"4832",181676,NA,NA
"4833",181689,NA,NA
"4834",181691,NA,NA
"4835",181692,NA,NA
"4836",181693,NA,NA
"4837",181694,NA,NA
"4838",181695,NA,NA
"4839",181703,NA,NA
"4840",181709,NA,NA
"4841",181713,NA,NA
"4842",181716,NA,NA
"4843",181727,NA,NA
"4844",181740,NA,NA
"4845",181748,NA,NA
"4846",181752,NA,NA
"4847",181753,NA,NA
"4848",181766,NA,NA
"4849",181767,NA,NA
"4850",181768,NA,NA
"4851",181769,NA,NA
"4852",181770,NA,NA
"4853",181771,NA,NA
"4854",181773,NA,NA
"4855",181774,NA,NA
"4856",181775,NA,NA
"4857",181785,NA,NA
"4858",181786,NA,NA
"4859",181802,NA,NA
"4860",181807,NA,NA
"4861",181867,NA,NA
"4862",181868,NA,NA
"4863",181881,NA,NA
"4864",181900,NA,NA
"4865",181903,NA,NA
"4866",181904,NA,NA
"4867",181921,NA,NA
"4868",181988,NA,NA
"4869",181997,NA,NA
"4870",182019,NA,NA
"4871",182021,NA,NA
"4872",182025,NA,NA
"4873",182026,NA,NA
"4874",182028,NA,NA
"4875",182029,NA,NA
"4876",182030,NA,NA
"4877",182031,NA,NA
"4878",182032,NA,NA
"4879",182033,NA,NA
"4880",182034,NA,NA
"4881",182044,NA,NA
"4882",182045,NA,NA
"4883",182049,NA,NA
"4884",182050,NA,NA
"4885",182051,NA,NA
"4886",182056,NA,NA
"4887",182057,NA,NA
"4888",182058,NA,NA
"4889",182059,NA,NA
"4890",182061,NA,NA
"4891",182062,NA,NA
"4892",182064,NA,NA
"4893",182065,NA,NA
"4894",182091,NA,NA
"4895",182096,NA,NA
"4896",182102,NA,NA
"4897",182109,NA,NA
"4898",182122,NA,NA
"4899",182123,NA,NA
"4900",182124,NA,NA
"4901",182142,NA,NA
"4902",182146,NA,NA
"4903",182149,NA,NA
"4904",182150,NA,NA
"4905",182156,NA,NA
"4906",182158,NA,NA
"4907",182185,NA,NA
"4908",182226,NA,NA
"4909",182241,NA,NA
"4910",182282,NA,NA
"4911",182290,NA,NA
"4912",182294,NA,NA
"4913",182295,NA,NA
"4914",182296,NA,NA
"4915",182314,NA,NA
"4916",182324,NA,NA
"4917",182325,NA,NA
"4918",182326,NA,NA
"4919",182329,NA,NA
"4920",182343,NA,NA
"4921",182346,NA,NA
"4922",182347,NA,NA
"4923",182348,NA,NA
"4924",182354,NA,NA
"4925",182355,NA,NA
"4926",182359,NA,NA
"4927",182360,NA,NA
"4928",182380,NA,NA
"4929",182386,NA,NA
"4930",182398,NA,NA
"4931",182414,NA,NA
"4932",182421,NA,NA
"4933",182423,NA,NA
"4934",182425,NA,NA
"4935",182426,NA,NA
"4936",182429,NA,NA
"4937",182436,NA,NA
"4938",182458,NA,NA
"4939",182474,NA,NA
"4940",182521,NA,NA
"4941",182522,NA,NA
"4942",182543,NA,NA
"4943",182544,NA,NA
"4944",182549,NA,NA
"4945",182550,NA,NA
"4946",182551,NA,NA
"4947",182552,NA,NA
"4948",182554,NA,NA
"4949",182557,NA,NA
"4950",182559,NA,NA
"4951",182560,NA,NA
"4952",182567,NA,NA
"4953",182572,NA,NA
"4954",182577,NA,NA
"4955",182585,NA,NA
"4956",182586,NA,NA
"4957",182589,NA,NA
"4958",182596,NA,NA
"4959",182600,NA,NA
"4960",182606,NA,NA
"4961",182612,NA,NA
"4962",182625,NA,NA
"4963",182629,NA,NA
"4964",182633,NA,NA
"4965",182636,NA,NA
"4966",182641,NA,NA
"4967",182642,NA,NA
"4968",182643,NA,NA
"4969",182647,NA,NA
"4970",182659,NA,NA
"4971",182660,NA,NA
"4972",182663,NA,NA
"4973",182664,NA,NA
"4974",182668,NA,NA
"4975",182669,NA,NA
"4976",182670,NA,NA
"4977",182679,NA,NA
"4978",182680,NA,NA
"4979",182681,NA,NA
"4980",182682,NA,NA
"4981",182695,NA,NA
"4982",182721,NA,NA
"4983",182761,NA,NA
"4984",182768,NA,NA
"4985",182769,NA,NA
"4986",182774,NA,NA
"4987",182775,NA,NA
"4988",182776,NA,NA
"4989",182778,NA,NA
"4990",182783,NA,NA
"4991",182785,NA,NA
"4992",182788,NA,NA
"4993",182790,NA,NA
"4994",182791,NA,NA
"4995",182795,NA,NA
"4996",182799,NA,NA
"4997",182803,NA,NA
"4998",182808,NA,NA
"4999",182813,NA,NA
"5000",182844,NA,NA
"5001",182878,NA,NA
"5002",182881,NA,NA
"5003",182884,NA,NA
"5004",182885,NA,NA
"5005",182886,NA,NA
"5006",182888,NA,NA
"5007",182889,NA,NA
"5008",182891,NA,NA
"5009",182892,NA,NA
"5010",182893,NA,NA
"5011",182897,NA,NA
"5012",182949,NA,NA
"5013",182961,NA,NA
"5014",183027,NA,NA
"5015",183028,NA,NA
"5016",183031,NA,NA
"5017",183050,NA,NA
"5018",183053,NA,NA
"5019",183058,NA,NA
"5020",183086,NA,NA
"5021",183101,NA,NA
"5022",183106,NA,NA
"5023",183121,NA,NA
"5024",183123,NA,NA
"5025",183128,NA,NA
"5026",183132,NA,NA
"5027",183142,NA,NA
"5028",183144,NA,NA
"5029",183166,NA,NA
"5030",183168,NA,NA
"5031",183175,NA,NA
"5032",183178,NA,NA
"5033",183180,NA,NA
"5034",183189,NA,NA
"5035",183191,NA,NA
"5036",183197,NA,NA
"5037",183198,NA,NA
"5038",183207,NA,NA
"5039",183208,NA,NA
"5040",183209,NA,NA
"5041",183213,NA,NA
"5042",183214,NA,NA
"5043",183215,NA,NA
"5044",183216,NA,NA
"5045",183221,NA,NA
"5046",183250,NA,NA
"5047",183266,NA,NA
"5048",183268,NA,NA
"5049",183270,NA,NA
"5050",183289,NA,NA
"5051",183306,NA,NA
"5052",183307,NA,NA
"5053",183310,NA,NA
"5054",183314,NA,NA
"5055",183317,NA,NA
"5056",183324,NA,NA
"5057",183373,NA,NA
"5058",183378,NA,NA
"5059",183380,NA,NA
"5060",183381,NA,NA
"5061",183382,NA,NA
"5062",183386,NA,NA
"5063",183387,NA,NA
"5064",183388,NA,NA
"5065",183389,NA,NA
"5066",183392,NA,NA
"5067",183393,NA,NA
"5068",183394,NA,NA
"5069",183396,NA,NA
"5070",183397,NA,NA
"5071",183398,NA,NA
"5072",183399,NA,NA
"5073",183400,NA,NA
"5074",183402,NA,NA
"5075",183407,NA,NA
"5076",183411,NA,NA
"5077",183414,NA,NA
"5078",183415,NA,NA
"5079",183416,NA,NA
"5080",183417,NA,NA
"5081",183419,NA,NA
"5082",183443,NA,NA
"5083",183468,NA,NA
"5084",183474,NA,NA
"5085",183509,NA,NA
"5086",183510,NA,NA
"5087",183511,NA,NA
"5088",183517,NA,NA
"5089",183523,NA,NA
"5090",183563,NA,NA
"5091",183597,NA,NA
"5092",183600,NA,NA
"5093",183608,NA,NA
"5094",183612,NA,NA
